0x00200008, _start - Clears the uninitialized data region, initializes EE runtime services, runs main, and passes its result to Exit
0x002000B8, _exit - Loops indefinitely as the terminal fallback reached after program shutdown
0x003142A8, JNT_resetHair - Initializes secondary hair-joint state from static joint transforms and default simulation values
0x00314318, JNT_hairID - Maps a joint element to its configured secondary hair simulation identifier
0x00314358, JNT_computeHair - Computes simulated hair-joint transforms by combining animation, static values, and dynamic motion
0x003147F0, JNT_setInterrupt - Marks selected joint channels for interrupted or overridden animation processing
0x00314858, JNT_getFilter - Returns an enabled joint filter value for the requested indexed channel
0x003148A8, JNT_resetMatrix - Resets joint matrix workspace and initializes matrices from static transform data
0x00314A38, JNT_computeMatrix - Computes animated joint matrices, parent propagation, interpolation, and secondary hair transforms
0x00315940, JNT_onSmoothHair - Enables smooth interpolation processing for secondary hair-joint motion
0x00315950, JNT_offSmoothHair - Disables smooth interpolation processing for secondary hair-joint motion
0x00315958, JC_face - Traverses facial joints and applies their animated expression transforms
0x00316010, JC_setParent - Builds parent-relative joint matrices while traversing a chain and applying optional model transforms
0x003166D8, JC_setParent2 - Builds alternate parent-relative joint matrices while traversing and linking the supplied joint chain
0x00316DC0, JC_copyChain - Copies a joint chain while resolving static transforms and preserving parent relationships
0x00317060, xglAsin - Computes inverse sine from a square-root identity with input-domain handling
0x003170E8, look_limit - Clamps an angular look offset to symmetric lower and upper limits
0x00317148, look_limit_add - Moves an angle toward its target by a bounded step without overshooting
0x003171B8, look_get_place - Resolves a look target from world, actor, joint, or active-camera coordinates
0x003172C8, LOOK_target_init - Returns immediately without reading arguments or changing memory
0x003172D0, LOOK_target_doit - Returns immediately without reading arguments or changing memory
0x003172D8, LOOK_sebo_cont - Rotates a torso joint toward a resolved target within configured angular limits
0x003174A0, LOOK_head_cont - Rotates the head joint toward its target while respecting yaw and pitch limits
0x003177C0, LOOK_eyeL_cont - Applies target tracking to the left eye through the shared eye controller
0x003177E0, LOOK_eyeR_cont - Applies target tracking to the right eye through the shared eye controller
0x00317800, LOOK_eye_cont - Rotates a named eye joint toward its target with bounded angular stepping
0x00317CE0, MDL_setGroupVisible - Sets visibility bits for every model part belonging to the requested group
0x00317DA8, MDL_setNameVisible - Finds model parts by encoded names and changes their visibility bits
0x00317F68, MDL_setVisible - Sets one model part's visibility bit after validating its index
0x00317FB0, MDL_create - Initializes a model wrapper with default visibility, transforms, and resource links
0x00318058, MDL_partsSetVisible - Applies packed visibility bits to each model part, limiting traversal to the model's first 128 parts
0x003180F8, MDL_draw - Applies model texture and placement state before submitting it for rendering
0x00318150, Footstep - Detects actor foot contacts against collision geometry and triggers appropriate footstep effects
0x003183A0, DrawCircleShadow - Builds and submits a transformed circular shadow beneath an actor
0x00318880, DrawZeldaShadowSub - Projects a directional character shadow using model, light, and ground transforms
0x00318B50, DrawZeldaShadow - Computes camera-relative shadow direction and dispatches projected character shadow rendering
0x00318CC0, DrawDropShadowSubChk - Builds drop shadow helper chk drawing commands from calculated geometry and current render fields
0x00318E30, DrawDropShadowSubBack - Submits the rear half of a drop-shadow primitive behind its actor
0x00318F78, DrawDropShadowSubFront - Submits the front half of a drop-shadow primitive before its actor
0x003191B0, DrawDropShadowSub - Transforms and emits front or rear geometry for an actor drop shadow
0x00319810, DrawDropShadow - Computes a camera-facing actor drop shadow and submits both ordered halves
0x00319A30, DrawDropCircle - Draws a camera-facing circular drop indicator at the supplied world position
0x0031A018, ACT_DrawShadowBegin - Submits render-state commands that begin the actor shadow drawing pass
0x0031A070, ACT_DrawShadowEnd - Submits render-state commands that finish the actor shadow drawing pass
0x0031A098, ACT_DrawShadow - Selects and draws an actor's circular, projected, or drop-shadow style
0x0031A188, ACT_DrawShadowInit - Returns immediately without reading arguments or changing memory
0x0031A190, GetLastWord - Returns the final single-byte character from a string while safely skipping multibyte character pairs
0x0031A200, EXM_PresetHair - Selects secondary-motion presets by the final character of each hair joint name
0x0031B9C8, GetHairTypeSelection - Maps a hair joint name suffix to its secondary-motion preset type
0x0031BC28, EXM_CheckExCollision - Tests extended-motion collision primitives against actor joints and returns the first applicable collision result
0x0031C300, CheckSkirtCollisionSub - Resolves a skirt point against configured collision volumes and updates its corrected local position
0x0031D4E0, EXM_CheckSkirtCollision - Selects skirt collision roots from motion flags and resolves collisions for the affected skirt points
0x0031D640, AdjustJrCoatWidth - Adjusts Junior's coat joint spacing according to the current animated limb distance
0x0031D760, EXM_CalcExMotion - Computes secondary hair and cloth transforms using animation, wind, collision, and parent matrices
0x0031E860, EXM_InitMovedHair - Initializes moved-hair simulation controls and clears accumulated secondary motion
0x0031E890, EXM_OnMovedHair - Enables moved-hair simulation for the selected actor after its configured delay
0x0031E8A8, EXM_OffMovedHair - Disables moved-hair simulation and clears its delayed activation state
0x0031E8B8, EXM_SetDelayMovedHair - Sets the activation delay for an actor's moved-hair simulation
0x0031E8C8, EXM_GetWindPower - Computes directional or point wind force with oscillating amplitude at a world position
0x0031EB20, EXM_ResetWind - Resets active wind state to disabled mode with zero direction and shake
0x0031EB50, EXM_SetWindPara - Copies a complete wind parameter structure into the active extended-motion wind state
0x0031EB98, EXM_GetWindPara - Copies the active extended-motion wind parameter structure into the caller's output buffer
0x0031EBE0, EXM_InitWind - Initializes extended-motion wind simulation by restoring its disabled defaults
0x0031EC00, EXM_StopWind - Clears wind ownership, activity, and dependent runtime fields
0x0031EC18, EXM_SetShakePower - Stores the supplied shake amplitude in active wind simulation state
0x0031EC28, EXM_SetShakeTime - Clamps and stores the oscillation period for wind-driven shake motion
0x0031EC60, EXM_SetDirectionalWind - Selects directional wind mode and copies its normalized direction vector
0x0031ECA0, EXM_SetPointWind - Selects point wind mode and copies its world-space source position
0x0031ECE0, EXM_SetWindStruct - Selects the caller-provided structure as the active wind simulation state
0x0031ECE8, EXM_ClearWindStruct - Clears exm wind struct fields and restores their defined idle-state values
0x0031ECF8, EXM_StepShakeWind - Advances wind shake phase by elapsed time and wraps it through one revolution
0x0031EDB0, EXM_SetShakeWind - Stores the supplied shake phase in active wind simulation state
0x0031EDC0, EXM_ResetWave - Resets the global secondary-motion wave phase to zero
0x0031EDC8, EXM_GetWaveRad - Returns the current waverad value used by exm get wave rad
0x0031EDD0, EXM_GetShakeRad - Returns the current shake phase from active wind simulation state
0x0031EDE0, MAP_loadUnitResource - Loads a map-unit model resource and records its handle and status
0x0031EE88, MAP_initUnit - Initializes all map-unit slots with inactive state and default transforms
0x0031EFB8, MAP_createUnit - Initializes one map unit from a loaded resource, placement, and behavior parameters
0x0031F0C8, MAP_updateUnit - Dispatches each active map unit's callback and advances animation state
0x0031F150, MAP_drawUnitAt - Draws a map unit at a supplied translated and rotated world transform
0x0031F498, MAP_drawUnit - Draws a map unit using its current position, rotation, and model state
0x0031F4F0, MAP_getHeight - Queries collision data for ground height beneath a map unit position
0x0031F548, MAP_createUnitPeer - Creates a map unit sharing model resources with an existing peer
0x0031F630, SEQ_rotYCNSUnitChr - Rotates a map unit around Y to face a target character
0x0031F760, SEQ_transCNSUnitChr - Copies a target character position into constrained map-unit sequence state
0x0031F868, SEQ_rotateUnit - Interpolates map-unit rotation while choosing angles nearest its current orientation
0x0031FCE0, SEQ_scaleUnit - Interpolates map-unit scale toward a target over the configured duration
0x0031FF80, SEQ_rotateUnitSPL - Samples an XYZ rotation spline into map-unit orientation until completion
0x00320098, SEQ_scaleUnitSPL - Samples a scale spline into a map unit until the configured final frame
0x00320170, SEQ_moveUnitSPL - Moves a map unit along a sampled spline and optionally aligns its facing to the path
0x00320288, SEQ_moveUnitChr - Moves a map unit toward a character over time and optionally faces the target
0x003204E8, SEQ_moveUnitXZ - Moves a map unit toward an XZ destination using timed interpolation and optional facing adjustment
0x00320738, SEQ_motionUnit - Starts a map-unit motion and tracks when its animation sequence completes
0x00320828, MAP_setUnitMotion - Resets map-unit animation playback to the requested default packed entry
0x00320850, MAP_updateUnitMotion - Returns immediately without reading arguments or changing memory
0x00320858, MAP_callUnitGroup - Invokes a callback for active map units belonging to the requested group
0x003208E0, MAP_updateUnitMPack - Applies packed transforms to a map unit relative to current play state
0x00320958, MAP_updateUnitSequence - Executes map-unit sequence controllers with collision and matrix-stack updates
0x00320A80, MAP_updateUnitDefault - Updates default map-unit collision placement and world transformation
0x00320B10, MAP_initUnitSequance - Initializes map-unit sequence slots with timing, flags, and controller defaults
0x00320B98, MAP_updateUnitPartsSequence - Updates sequenced unit parts with collision placement and parent transforms
0x00320D00, MAP_updateUnitPartsSequence2 - Updates sequenced unit parts while aligning their transforms to terrain
0x003211A0, unit6003_draw - Renders unit 6003 movie geometry using camera state and direct texture commands
0x00321700, movie_work_setup - Allocates movie work buffers and initializes movie decoding information and state
0x003217B8, unit6003_update - Loads unit 6003 resources and advances its movie-backed state machine
0x00321BE0, MotTransXYZ - Applies motion translation coordinates while preserving and restoring matrix-stack state
0x00321CC8, GetMdlFileName - Returns no model filename because this compatibility motion interface is stubbed
0x00321CD0, MotInit - Returns immediately without reading arguments or changing memory
0x00321CD8, MotCalc - Returns immediately without reading arguments or changing memory
0x00321CE0, MotSetEx - Returns immediately without reading arguments or changing memory
0x00321CE8, UnduInit - Initializes collision query globals and clears current collision header state
0x003221A0, UnduDataGetHeaderSub - Resolves an encoded collision header reference by direct index or identifier search
0x00322218, UnduDataGetHeader - Resolves a collision header through direct, grouped, or nested header references
0x003223B0, UnduParamInit - Initializes collision-query parameters with position, radius, masks, and sentinel results
0x00322408, UnduCheckSub - Tests a point against one collision primitive and records matching height and attributes
0x00322608, UnduCheckSubHeightCheck - Tests whether a collision primitive provides a valid height for the query point
0x003227B0, UnduCheckSubCheckAll - Evaluates every collision primitive and reports whether any produced a valid height result
0x00322840, CheckWallAttr - Tests whether collision attributes satisfy the query's wall inclusion and exclusion masks
0x00322918, UnduCheckSubCrossCheck - Tests movement against collision polygon edges and records which boundaries were crossed
0x00323638, UnduCheckResultCheck - Selects the best collision result according to height, surface flags, and query mode
0x003236F8, UnduCheck - Evaluates movement against current collision geometry, records hit attributes, and returns the resolved height
0x003239E8, UnduGet2 - Initializes a collision query, evaluates geometry, and returns resolved ground height and attributes
0x00323A90, UnduGet - Calls UnduGet2 with a zero argument and does not return its result
0x00323AB0, cos - Computes double-precision cosine after reducing the input angle when necessary
0x00323BD8, sin - Computes double-precision sine after reducing the input angle when necessary
0x00323D10, cosf - Computes single-precision cosine after reducing the input angle when necessary
0x00323DE8, floorf - Rounds a single-precision value downward to the nearest integral value
0x00323ED8, sinf - Computes single-precision sine after reducing the input angle when necessary
0x00323FC0, tanf - Computes single-precision tangent after reducing the input angle when necessary
0x00324038, acos - Computes inverse cosine for the supplied floating-point value
0x00324050, atan2 - Computes the quadrant-correct inverse tangent of the supplied coordinate pair
0x00324068, fmod - Computes the floating-point remainder after truncating the supplied quotient
0x00324080, pow - Raises the supplied base to a floating-point exponent with IEEE edge-case handling
0x00324098, sqrt - Computes the nonnegative double-precision square root of the supplied value
0x003240B0, asinf - Computes single-precision inverse sine for the supplied value
0x003240C8, atan2f - Computes the single-precision quadrant-correct inverse tangent of the supplied coordinates
0x003240E0, fmodf - Computes the single-precision remainder after truncating the supplied quotient
0x003240F8, sqrtf - Computes the nonnegative single-precision square root of the supplied value
0x00324110, __ieee754_acos - Computes inverse cosine for the supplied floating-point value
0x00324838, __ieee754_atan2 - Computes the quadrant-correct inverse tangent of the supplied coordinate pair
0x00324B78, __ieee754_fmod - Computes the floating-point remainder after truncating the supplied quotient
0x00324F98, __ieee754_pow - Raises the supplied base to a floating-point exponent with IEEE edge-case handling
0x00325EF0, __ieee754_rem_pio2 - Reduces an angle by multiples of pi over two and returns its quadrant
0x003264A8, __ieee754_sqrt - Computes the nonnegative double-precision square root of the supplied value
0x003267C8, __ieee754_asinf - Computes single-precision inverse sine for the supplied value
0x00326B80, __ieee754_atan2f - Computes the single-precision quadrant-correct inverse tangent of the supplied coordinates
0x00326D68, __ieee754_fmodf - Computes the single-precision remainder after truncating the supplied quotient
0x00326F38, __ieee754_rem_pio2f - Reduces a single-precision angle by multiples of pi over two and returns its quadrant
0x00327300, __ieee754_sqrtf - Computes the nonnegative single-precision square root of the supplied value
0x003273D8, __kernel_cos - Evaluates the reduced-range polynomial for double-precision cosine after reducing the input angle when necessary
0x003276B0, __kernel_rem_pio2 - Reduces an angle by multiples of pi over two and returns its quadrant
0x00328200, __kernel_sin - Evaluates the reduced-range polynomial for double-precision sine after reducing the input angle when necessary
0x00328438, __kernel_cosf - Evaluates the reduced-range polynomial for single-precision cosine after reducing the input angle when necessary
0x003285A8, __kernel_rem_pio2f - Reduces a single-precision angle by multiples of pi over two and returns its quadrant
0x00328E50, __kernel_sinf - Evaluates the fdlibm single-precision sine kernel polynomial on an already reduced argument, using the tail term when the correction flag is nonzero
0x00328F78, __kernel_tanf - Evaluates the reduced-range polynomial for single-precision tangent after reducing the input angle when necessary
0x00329220, atan - Computes double-precision inverse tangent with argument-range reduction and sign restoration
0x003296E8, fabs - Clears the sign bit of a double-precision value and returns its magnitude
0x00329720, floor - Rounds a double-precision value downward to the nearest integral value
0x00329938, scalbn - Scales a double-precision value by the requested power of two
0x00329B20, atanf - Computes single-precision inverse tangent with argument reduction and sign restoration
0x00329DC0, fabsf - Clears the sign bit of a single-precision value and returns its magnitude
0x00329DE8, scalbnf - Scales a single-precision value by the requested power of two
0x00329EB0, copysign - Combines one value magnitude with another value sign and returns the result
0x00329EF8, copysignf - Combines one float magnitude with another float sign and returns the result
0x00329F38, __muldi3 - Multiplies two signed 64-bit integers and returns the low 64-bit product
0x00329FB0, __divdi3 - Divides one signed 64-bit integer by another and returns the quotient
0x0032A648, __moddi3 - Divides signed 64-bit integers and returns the remainder
0x0032ACD8, __udivdi3 - Divides one unsigned 64-bit integer by another and returns the quotient
0x0032B258, __umoddi3 - Divides unsigned 64-bit integers and returns the remainder
0x0032B7C0, __fixunsdfdi - Converts a double-precision value to an unsigned 64-bit integer
0x0032B8D8, __fixunssfdi - Converts a single-precision value to an unsigned 64-bit integer
0x0032BA00, __do_global_dtors - Runs registered global destructors once and deregisters compiler exception-frame information
0x0032BA90, __do_global_ctors - Registers exception frames, schedules destructor cleanup, and runs global constructors in reverse order
0x0032BB50, __main - Runs registered global constructors once during compiler runtime initialization
0x0032BB88, fptodp - Converts unpacked single-precision parts into the internal double-precision representation
0x0032BBC8, _fpadd_parts - Adds two classified floating-point values with exponent alignment and normalization
0x0032BE28, dpadd - Unpacks two doubles, adds their parts, and repacks the double result
0x0032BE80, dpsub - Negates the second double and delegates subtraction to the double addition routine
0x0032BEE8, dpmul - Multiplies two software-emulated doubles with classification, normalization, and rounding
0x0032C198, dpdiv - Divides two software-emulated doubles with classification, normalization, and rounding
0x0032C310, dpcmp - Compares two software-emulated doubles and returns the caller-selected unordered result for NaNs
0x0032C360, litodp - Converts a signed long integer into the software double representation
0x0032C418, dptoli - Converts a software double to signed long with saturation and truncation
0x0032C4B8, __make_dp - Builds and packs a double from classification, sign, exponent, and significand fields
0x0032C4E8, dptofp - Converts a software double to single precision with classification-preserving repacking
0x0032C540, dptoul - Converts a software double to unsigned long with saturation and truncation
0x0032C5E0, decode_uleb128 - Decodes an unsigned LEB128 integer and advances the supplied byte cursor
0x0032C628, decode_sleb128 - Decodes a signed LEB128 integer and advances the supplied byte cursor
0x0032C680, fde_merge - Merge-sorts frame description entry pointers by their initial program-counter addresses
0x0032C778, end_fde_sort - Invokes abort and fde_merge to tear down fde sort resources and clears their dependent handles and state fields
0x0032CCF0, __register_frame_info - Registers an exception-frame object in the semaphore-protected global frame list
0x0032CD58, __register_frame - Allocates bookkeeping and registers a contiguous compiler exception-frame section
0x0032CD88, __register_frame_info_table - Registers a table of exception-frame sections in the protected global frame list
0x0032CDF0, __register_frame_table - Allocates bookkeeping and registers a table of compiler exception-frame sections
0x0032CE20, __deregister_frame_info - Removes and returns matching exception-frame bookkeeping from the protected global list
0x0032CEE0, __deregister_frame - Deregisters an exception-frame section and releases its allocated bookkeeping
0x0032CF00, count_fdes - Counts frame description entries and accumulates their encoded byte and address ranges
0x0032CF40, add_fdes - Appends nonempty frame description entries while accumulating their total encoded and address ranges
0x0032CFD0, search_fdes - Binary-searches sorted frame descriptions for the entry covering a program counter
0x0032D028, frame_init - Counts, allocates, collects, and sorts an object's frame description entries
0x0032D190, find_fde - Finds the registered frame description entry covering a program counter under semaphore protection
0x0032D338, extract_cie_info - Parses a common information entry's augmentation, alignment, return register, and initial instructions
0x0032D448, decode_stack_op - Decodes and evaluates one DWARF stack-location expression operation
0x0032D568, execute_cfa_insn - Interprets a DWARF call-frame instruction and updates the frame rule table
0x0032D998, __frame_state_for - Locates unwind metadata and executes its CIE and FDE instructions for an address
0x0032DB50, __floatdidf - Converts a signed 64-bit integer to double precision
0x0032DBF8, __unpack_f - Decodes a single-precision bit pattern into classification, sign, unbiased exponent, and normalized significand fields
0x0032DC58, __make_fp - Builds and packs a float from classification, sign, exponent, and significand fields
0x0032DC88, __pack_d - Encodes classified floating-point parts as IEEE double precision with range handling and round-to-nearest-even
0x0032DDA0, __unpack_d - Decodes a double-precision bit pattern into classification, sign, unbiased exponent, and normalized significand fields
0x0032DE50, __fpcmp_parts_d - Compares classified double-precision parts with correct sign, infinity, zero, and NaN handling
0x0032DF70, __pack_f - Encodes classified floating-point parts as IEEE single precision with range handling and round-to-nearest-even
0x0032E040, abort - Raises the abort signal and terminates through the process exit fallback
0x0032E058, atexit - Registers a function for invocation during orderly process termination
0x0032E0F8, atof - Parses a floating-point value from the supplied string through strtod
0x0032E110, atoi - Parses a signed decimal integer from the supplied string through strtol
0x0032E138, bcopy - Copies bytes between potentially overlapping buffers through memmove
0x0032E158, __errno - Returns the error-number pointer from the active reentrancy structure
0x0032E168, exit - Runs registered cleanup handlers and terminates the process with the supplied status
0x0032E218, malloc - Allocates a heap block of the requested size under the allocator lock
0x0032E270, free - Returns a heap block to the allocator and releases the malloc synchronization lock
0x0032E2B8, malloc_extend_top - Extends the allocator's top chunk through sbrk while maintaining alignment and fenceposts
0x0032E510, _malloc_r - Allocates from fast bins, regular bins, or the top chunk under allocator locking
0x0032EC38, memcmp - Compares two byte ranges lexicographically and returns their first ordering difference
0x0032ECCC, memcpy - Copies the requested bytes from the source buffer to the destination buffer and returns the destination
0x0032ED7C, memmove - Copies bytes between potentially overlapping buffers and returns the destination pointer
0x0032EE80, memset - Fills the destination range with the supplied byte and returns its original address
0x0032EF40, __malloc_lock - Acquires the allocator semaphore recursively for the current thread
0x0032EFC0, __malloc_unlock - Releases one recursive allocator lock level and signals its semaphore when fully unlocked
0x0032F010, _printf_r - Formats variadic output into the supplied reentrant stream context
0x0032F070, printf - Formats variadic output and writes it to the standard output stream
0x0032F0E0, srand - Seeds the library pseudorandom generator from the supplied value
0x0032F0F8, rand - Advances the library pseudorandom generator state and returns the next bounded value
0x0032F160, _sbrk_r - Calls sbrk and copies its failure error into the reentrancy structure
0x0032F1B8, _init_signal_r - Allocates and initializes the reentrant signal-handler table on demand
0x0032F228, _signal_r - Installs a reentrant signal handler and returns the previous handler
0x0032F2A8, _raise_r - Delivers a signal through its registered handler or the process kill fallback
0x0032F380, __sigtramp_r - Dispatches a registered signal handler and applies default, ignore, or error behavior
0x0032F418, raise - Raises a signal using the active process reentrancy context
0x0032F438, signal - Installs a signal handler using the active process reentrancy context
0x0032F460, _init_signal - Initializes signal state in the active process reentrancy structure
0x0032F480, __sigtramp - Dispatches a signal using the active process reentrancy context
0x0032F4A0, _kill_r - Calls kill and records its failure error in the reentrancy structure
0x0032F500, _getpid_r - Returns the current process identifier through the platform getpid service
0x0032F518, _sprintf_r - Formats variadic output into a caller buffer using the supplied reentrancy context
0x0032F5A0, sprintf - Formats variadic output into the supplied memory buffer and returns its length
0x0032F630, eofread - Returns 0 without reading arguments or changing memory
0x0032F638, sscanf - Parses formatted values from the supplied string into caller-provided destinations
0x0032F6E0, strcasecmp - Compares two strings without ASCII letter-case distinctions and returns their ordering difference
0x0032F7B8, strcat - Appends the source string to the destination terminator and returns the destination string
0x0032F8E4, strchr - Finds the first occurrence of a character in a null-terminated string
0x0032FA74, strcmp - Compares two null-terminated strings lexicographically and returns their ordering difference
0x0032FBB8, strcpy - Copies a null-terminated source string into the destination buffer and returns the destination
0x0032FCCC, strlen - Counts characters before the terminating null byte and returns the resulting string length
0x0032FE08, strlwr - Converts uppercase characters in the supplied string to lowercase in place
0x0032FE58, strncmp - Compares up to the requested number of string characters and returns their ordering difference
0x00330010, strncpy - Copies at most the requested source characters and pads the remaining destination range when necessary
0x003301D0, strrchr - Finds the final occurrence of a character in a null-terminated string
0x00330220, strstr - Searches for the first occurrence of a substring and returns its address when found
0x003302A8, _strtod_r - Parses decimal or hexadecimal floating-point text with arbitrary-precision rounding and range handling
0x003311C0, strtod - Parses a double-precision value from text and reports the stopping position
0x003311E8, strtodf - Parses text as double precision, converts the result to single precision, and returns it
0x00331210, _strtol_r - Parses a signed integer with base detection, overflow handling, and endpoint reporting
0x00331448, strtol - Parses a signed integer in the requested base and reports the stopping position
0x00331478, __sprint - Writes an array of buffered output fragments through the stream vector writer
0x003314C0, __sbprintf - Formats through a temporary buffered stream and flushes it into an unbuffered destination
0x00331578, vfprintf - Initializes standard streams when needed and delegates variadic formatting to the reentrant formatter
0x003315F0, _vfprintf_r - Parses printf conversions and emits formatted arguments, padding, signs, prefixes, and locale data
0x00332C50, cvt - Converts a floating-point argument into digits for fixed, exponential, or general formatting
0x00332E10, exponent - Appends a signed decimal exponent with the requested marker and minimum width
0x00332EF0, __svfscanf - Parses formatted stream input into caller destinations with width and conversion handling
0x00333B80, __sccl - Builds a character-membership table for a scanf bracket conversion
0x00333C80, vprintf - Formats a variadic argument list and writes it to standard output
0x00333CA8, vsprintf - Formats a variadic argument list into the supplied memory buffer
0x00333D00, vsprintf_r - Builds a bounded in-memory FILE over the destination, formats through vfprintf, appends a null byte at the final write pointer, and returns the character count
0x00333D58, __swsetup - Validates stream write permissions and establishes writable buffering when required
0x00333E68, atol - Parses a signed long integer from the supplied string through strtol
0x00333E88, quorem - Divides one multiprecision integer by another known-close divisor and returns a decimal digit
0x003340B8, _dtoa_r - Converts a double to correctly rounded decimal digits under the requested formatting mode
0x00335320, fflush - Flushes pending stream output through its configured write callback
0x00335438, std - Initializes a FILE structure, installs stream callbacks, and configures buffering and descriptor metadata
0x00335498, __sfmoreglue - Allocates an additional block of FILE structures for the reentrant stream pool
0x00335510, __sfp - Finds or allocates an unused FILE structure and initializes its ownership fields
0x00335608, _cleanup_r - Flushes every stream belonging to the supplied reentrancy context
0x00335628, _cleanup - Delegates process-wide standard-stream cleanup to the reentrant cleanup routine
0x00335648, __sinit - Initializes the reentrant standard streams and registers stream cleanup
0x003356D8, fread - Reads complete fixed-size elements from a stream into the destination buffer
0x003357F8, _free_r - Invokes _malloc_trim_r and __malloc_unlock to tear down r resources and clears their dependent handles and state fields
0x00335AF0, _malloc_trim_r - Releases page-aligned free space from the allocator's top chunk back to the system
0x00335C60, __sfvwrite - Writes scatter-gather buffers through a stream while honoring line, full, or unbuffered modes
0x00336040, _fwalk - Calls a callback for every allocated stream in a reentrancy structure
0x003360D8, _setlocale_r - Accepts C or empty locale names, records the category, and returns the static locale descriptor
0x00336168, _localeconv_r - Returns the current lconv value used by localeconv r
0x00336178, setlocale - Sets or queries locale state through the active process reentrancy context
0x003361A0, localeconv - Returns locale formatting conventions from the active process reentrancy context
0x003361C0, __smakebuf - Selects stream buffering mode and allocates a suitable buffer from file characteristics
0x00336318, _mbtowc_r - Converts one single-byte C-locale character to a wide character
0x0033634C, memchr - Searches a byte range for the requested value and returns its first matching address
0x00336430, _Balloc - Obtains a multiprecision integer of the requested capacity from a freelist or heap
0x003364D8, _Bfree - Returns a multiprecision integer to its size-class freelist
0x00336508, _multadd - Multiplies a multiprecision integer by a small value and adds another small value
0x00336610, _s2b - Converts a decimal digit string into a multiprecision integer
0x00336740, _hi0bits - Counts leading zero bits in a word and optionally normalizes it
0x003367C0, _lo0bits - Counts trailing zero bits in a word while shifting them out
0x00336880, _i2b - Allocates a multiprecision integer initialized from one machine word
0x003368B8, _multiply - Multiplies two multiprecision integers and returns their normalized product
0x00336AC8, _pow5mult - Multiplies a multiprecision integer by five raised to the requested power
0x00336BC8, _lshift - Left-shifts a multiprecision integer, expanding storage and returning the normalized result
0x00336D20, __mcmp - Compares two multiprecision integers by length and most-significant words
0x00336D88, __mdiff - Computes the absolute difference between two multiprecision integers and records its sign
0x00336F18, _ulp - Computes the unit in the last place corresponding to a double
0x00336FE8, _b2d - Approximates a multiprecision integer as a normalized double and reports its exponent
0x00337180, _d2b - Converts a finite double into a multiprecision significand with exponent and bit count
0x00337308, _ratio - Approximates the ratio of two multiprecision integers as a double
0x003373D8, _mprec_log10 - Computes ten raised to an integer power using exponentiation by squaring
0x00337448, lflush - Flushes a stream only when it is line-buffered
0x00337480, __srefill - Refills a readable stream buffer, flushing line-buffered outputs when required
0x00337600, isinf - Tests whether the supplied floating-point value represents positive or negative infinity
0x00337648, isnan - Tests whether the supplied floating-point value represents a NaN encoding
0x00337688, __sread - Reads from a stream descriptor and updates its tracked file offset
0x003376F0, __swrite - Writes to a stream descriptor, applying append seeking and offset invalidation
0x00337770, __sseek - Seeks a stream descriptor and updates or invalidates its tracked offset
0x003377D8, __sclose - Closes the file descriptor associated with a stream cookie
0x003377F8, _strtoul_r - Parses an unsigned integer with base detection, overflow handling, and endpoint reporting
0x00337A28, strtoul - Parses an unsigned integer in the requested base and reports the stopping position
0x00337A58, __submore - Expands a stream's ungetc backup area while preserving already pushed characters
0x00337B40, ungetc - Pushes one character back onto an input stream, extending its backup buffer when needed
0x00337CC8, _write_r - Submits r data with write and records completion and resource state from the transfer result
0x00337D28, _calloc_r - Allocates a reentrant heap block for an array and clears its bytes
0x00337DE0, _close_r - Invokes close to tear down r resources and clears their dependent handles and state fields
0x00337E38, _fstat_r - Calls fstat and records its failure error in the reentrancy structure
0x00337E98, _lseek_r - Calls lseek and records its failure error in the reentrancy structure
0x00337EF8, _read_r - Calls read and records its failure error in the reentrancy structure
0x00337F58, _realloc_r - Resizes an allocation in place when possible, otherwise moving it under allocator locking
0x003384F8, __fixdfdi - Converts a double-precision value to a signed 64-bit integer
0x00A00000, device_check_sync - Polls device check completion while invoking xglMcMain and xglSleep and returns the observed status
0x00A00040, hdd_check - Probes hard-drive availability, prompts through recoverable errors, and retries or initializes storage from user input
0x00A00070, CasinoMiniGameMain - Initializes casino controller and game state, runs frames until completion, then performs final engine updates
0x00A00300, mc_check - Polls both memory-card slots, validates capacity and state, and displays retryable warnings for unusable cards
0x00A00338, CardGameRoot - Initializes card renderer state and enters the card-game initialization and processing lifecycle
0x00A00668, LogoFirst - Initializes the first logo frame by clearing frame buffers and establishing the logo background color
0x00A006C8, ipuplay - Opens and plays an IPU movie while managing movie information, frame decoding, and completion state
0x00A007F8, Logo - Advances logo display timing, clears rendering targets, and transitions when the logo sequence completes
0x00A00850, BootDisplay - Returns immediately because this build does not implement a separate boot display
0x00A00858, copyframe - Emits VIF commands that copy the current frame texture for subsequent title-screen effects
0x00A00980, build_mipmap - Builds progressively reduced frame textures by emitting direct VIF and graphics commands
0x00A00D18, particle_reset - Reinitializes title-screen particles with randomized positions, velocities, sizes, and lifetimes
0x00A00E18, Title - Runs the title-screen state machine, rendering effects and handling memory-card requests and input
0x00A017A0, TitleGameInit - Initializes flags, party data, and other persistent game state before leaving the title screen
0x00A017F0, HddInstallSync - Polls HDD install completion while invoking xglPacketGetCurrent and sceVif1PkCnt and returns the observed status
0x00A01928, HddInstallCB - Updates HDD installation progress, draws status text, and reports whether the asynchronous operation finished
